country,countrycode,year,k,y,k_over_y,rnna,rgdpna,emp,delta,csh_i,hc
Taiwan,TWN,1961,21169.165029816777,6507.450341728775,3.253065934913144,74500.4453125,22901.609375,3.51929068565369,0.0319559164345264,0.178542047739029,1.59210324287415
Taiwan,TWN,1962,21878.541586017724,6855.857007054294,3.1912190647363166,79608.4375,24946.08984375,3.63865375518799,0.032906249165535,0.161439716815949,1.59804105758667
Taiwan,TWN,1963,22840.42433145125,7334.499791172477,3.1141079803344067,86027.8046875,27625.18359375,3.76647138595581,0.0336700156331062,0.176065847277641,1.60400104522705
Taiwan,TWN,1964,24400.27615070614,8165.640038638749,2.9881645572480786,92974.265625,31114.171875,3.81037759780884,0.0345719829201698,0.181715905666351,1.60998320579529
Taiwan,TWN,1965,26805.78168524921,9087.25319888491,2.949822250857776,102690.6640625,34812.4921875,3.83091473579407,0.0358406230807304,0.212292671203613,1.61598765850067
Taiwan,TWN,1966,29313.647209631203,9711.032623385305,3.0185921875126343,115203.8515625,38164.76171875,3.93004155158997,0.0374962575733662,0.204509824514389,1.62390124797821
Taiwan,TWN,1967,31616.03381239844,10257.826026327157,3.082137845899756,130748.453125,42421.3515625,4.13551092147827,0.0392888486385345,0.239039823412895,1.63185358047485
Taiwan,TWN,1968,34614.15318685717,10766.994226894285,3.2148390216831704,149622.953125,46541.3515625,4.32259464263916,0.0408850647509098,0.248867243528366,1.63984489440918
Taiwan,TWN,1969,37871.88471550512,11344.72412564273,3.3382816801955078,170269.1875,51005.0390625,4.49592590332031,0.0424076020717621,0.24991212785244,1.64787530899048
Taiwan,TWN,1970,41475.920522177345,12138.659061333366,3.4168453296703296,194333.078125,56875.0,4.68544340133667,0.0442576333880425,0.275456517934799,1.65594506263733
Taiwan,TWN,1971,46267.574860937704,13293.965379862455,3.4803441666113626,224520.15625,64510.90625,4.85264587402344,0.046183418482542,0.290854126214981,1.67161536216736
Taiwan,TWN,1972,51207.5215554122,14466.071062359675,3.5398361680009147,260037.609375,73460.3515625,5.0781135559082,0.0477738715708256,0.291956007480621,1.68743395805359
Taiwan,TWN,1973,54557.79995576806,15159.033231869611,3.5990289830006046,298311.5625,82886.6796875,5.46780776977539,0.0491087026894093,0.309328347444534,1.70340216159821
Taiwan,TWN,1974,60493.51433372704,15104.907147540167,4.004891505975157,340802.21875,85096.4921875,5.63369846343994,0.0502516962587833,0.402977824211121,1.71696305274963
Taiwan,TWN,1975,68882.4307446364,15942.700569113613,4.320625006160179,390416.46875,90361.109375,5.6678671836853,0.0507843494415283,0.349895924329758,1.72919535636902
Taiwan,TWN,1976,75397.39165196668,17742.941561833082,4.249430196746763,438825.34375,103266.8671875,5.82016611099243,0.0506752282381058,0.350315302610397,1.7674241065979
Taiwan,TWN,1977,79119.3963364263,18714.795205275343,4.227638906469255,486377.4375,115047.0625,6.147385597229,0.0500402264297009,0.330496698617935,1.80649816989899
Taiwan,TWN,1978,84264.66564464566,20327.951779917756,4.145260996136946,541547.875,130642.6484375,6.42674922943115,0.0491755604743958,0.326355546712875,1.84643602371216
Taiwan,TWN,1979,91008.31881545081,21371.13087194446,4.258469959347097,605482.5,142183.109375,6.65304565429688,0.0485718250274658,0.361300349235535,1.88725674152374
Taiwan,TWN,1980,100273.70465359073,22619.8005390703,4.4330056969508576,680966.75,153612.875,6.79107999801636,0.0483427606523037,0.369294166564941,1.92898011207581
Taiwan,TWN,1981,109117.2622151321,23773.681998580843,4.589834347983867,755116.75,164519.390625,6.92023181915283,0.0482772551476955,0.356544554233551,1.96863758563995
Taiwan,TWN,1982,116327.57371287524,24329.00222233106,4.781436273046196,824477.625,172433.046875,7.08755111694336,0.0481898449361324,0.325060397386551,2.00911045074463
Taiwan,TWN,1983,120596.08462402642,25507.714865053353,4.727827845890192,888794.625,187992.171875,7.3700122833252,0.0481216907501221,0.303517013788223,2.05041551589966
Taiwan,TWN,1984,125683.53659919999,27192.030030292775,4.622072587415672,956229.6875,206883.3125,7.60823345184326,0.0479511357843876,0.281687319278717,2.09256958961487
Taiwan,TWN,1985,131215.19830977404,28056.276634259735,4.676857161778416,1014077.75,216828.890625,7.728355884552,0.0473689660429955,0.253290265798569,2.13559031486511
Taiwan,TWN,1986,134435.76914221575,29990.6074266001,4.482595741724732,1083847.875,241790.234375,8.06219863891602,0.0466121658682823,0.240434378385544,2.1775016784668
Taiwan,TWN,1987,141205.49462485698,32714.959190661484,4.316236306514,1176694.5,272620.5,8.33320617675781,0.0462717413902283,0.259234428405762,2.22023582458496
Taiwan,TWN,1988,152556.44734964287,34915.49847352335,4.369304578748243,1286738.625,294495.0625,8.43450832366943,0.0463619716465473,0.305540174245834,2.26380848884583
Taiwan,TWN,1989,164466.613052216,37254.71322389001,4.4146525048742,1413486.75,320180.75,8.59436893463135,0.0467274002730846,0.277634054422379,2.30823636054993
